parent_asin,product_title,strategy,sentiment,review_count,combined_reviews,summary,generation_status,generation_error
B0BTT1Z16D,"Anker USB C to Lightning Cable, Powerline II [MFi Certified, 10ft, Black] Extra Long Charging Cord for iPhone 13 13 Pro 12 Pro Max 12 11 X XS XR 8 Plus, Supports Power Delivery (Charger Not Included)",combined,all,8,"NEGATIVE REVIEWS
Review 1
Rating: 1/5
Title: Horrible cable
Text: In a couple of months the connector stopped working properly. For a year ever since i got it the charging goes on and off. So.annoying. I wasted my money on this cable, and im disappointed with Anker i thought it was a trustworthy company.

Review 2
Rating: 1/5
Title: Stopped working. Do not buy
Text: I am a very careful person when it comes to chargers. I don’t put pressure on the cables or anything. I have never had a charger where the cover ends up cutting open or any of it breaking so I don’t understand why this charger just started to go off and on if I wiggle it. This company has done nothing but disappoint. Look somewhere else guys

Review 3
Rating: 2/5
Title: Charges fast HOWEVER...
Text: Charges quickly HOWEVER it is now doing that thing where you have to hold the cord at a certain angle to get it to keep charging!!! I got it about a month ago so now it is too late to return. Not worth the money. Should have just gotten the one from 5Below!!!

NEUTRAL REVIEWS
Review 1
Rating: 3/5
Title: Simply doesn’t last
Text: After 6 months of use and 3 months of sitting in a drawer, this cable is calling it quits. You’re probably better off continuing to fill the coffers of the Bitten Fruit and buying the 6ft (2m) cord straight from the source for double the price. A discount cable is a poor man’s gamble, and this poor man has hedged a losing bet.

Review 2
Rating: 3/5
Title: Doesn’t stay in iPhone port
Text: I got this charging cable to use in my car. It doesn’t sit tight enough and always stops charging. I know that the issue is not my phone because I only have the issue with this chord. I really like Anker products however I can not recommend this product. Maybe I got a bad cable but it’s unlikely.

Review 3
Rating: 3/5
Title: Great product but
Text: I’m really surprised, I have purchased many of anger products it The cord is very thick and not flexible, it will kink , it is too thick for iPhone or iPad use

POSITIVE REVIEWS
Review 1
Rating: 5/5
Title: Why is my new cable already open? [UPDATE: GREAT CUSTOMER SERVICE]
Text: I recently purchased this cable directly from Anker and it seems like its working well, but I was just a little unhappy to see my new product already open...Now I am questioning its authenticity, or if it’s actually new? Definitely do not want a counterfeit or a defective product frying my batteries...<br /><br />[UPDATE 7/16/19]: About a few days after reporting this, I got a new cable from Anker with no questions asked. The new cable is crisp and working like a charm. Great customer service.

Review 2
Rating: 4/5
Title: 1st one bad, but the replacement is great.
Text: I have piles of Anker cables, chargers, and batteries. I swear by them and recommend them to all my friends.<br /><br />That being said, there is an issue with this cable. I was suspect because it appeared as if it had already been returned to Amazon, but it seemed to charge just fine. I decided to check the data transfer rates and it kept locking up, iTunes decided to push an update to the iPad and it bricked halfway through and I'm wasting time recovering the iPad now using a different cable.<br /><br />This one is going back.<br /><br />Edit:<br /><br />Anker contacted","Anker's iPhone charging cable has received mixed reviews from users. The cable is too thick for iPhone or iPad use. The cord is very thick and not flexible, it will kink. It doesn't stay in iPhone port.",success,
B0BTT1Z16D,"Anker USB C to Lightning Cable, Powerline II [MFi Certified, 10ft, Black] Extra Long Charging Cord for iPhone 13 13 Pro 12 Pro Max 12 11 X XS XR 8 Plus, Supports Power Delivery (Charger Not Included)",sentiment_separated,negative,3,"Review 1
Rating: 1/5
Title: Horrible cable
Text: In a couple of months the connector stopped working properly. For a year ever since i got it the charging goes on and off. So.annoying. I wasted my money on this cable, and im disappointed with Anker i thought it was a trustworthy company.

Review 2
Rating: 1/5
Title: Stopped working. Do not buy
Text: I am a very careful person when it comes to chargers. I don’t put pressure on the cables or anything. I have never had a charger where the cover ends up cutting open or any of it breaking so I don’t understand why this charger just started to go off and on if I wiggle it. This company has done nothing but disappoint. Look somewhere else guys

Review 3
Rating: 2/5
Title: Charges fast HOWEVER...
Text: Charges quickly HOWEVER it is now doing that thing where you have to hold the cord at a certain angle to get it to keep charging!!! I got it about a month ago so now it is too late to return. Not worth the money. Should have just gotten the one from 5Below!!!",Review 1: The connector stopped working properly. Review 2: The charging goes on and off. Review 3: The charger is now doing that thing where you have to hold the cord at a certain angle to get it to keep charging!!!,success,
B0BTT1Z16D,"Anker USB C to Lightning Cable, Powerline II [MFi Certified, 10ft, Black] Extra Long Charging Cord for iPhone 13 13 Pro 12 Pro Max 12 11 X XS XR 8 Plus, Supports Power Delivery (Charger Not Included)",sentiment_separated,neutral,3,"Review 1
Rating: 3/5
Title: Simply doesn’t last
Text: After 6 months of use and 3 months of sitting in a drawer, this cable is calling it quits. You’re probably better off continuing to fill the coffers of the Bitten Fruit and buying the 6ft (2m) cord straight from the source for double the price. A discount cable is a poor man’s gamble, and this poor man has hedged a losing bet.

Review 2
Rating: 3/5
Title: Doesn’t stay in iPhone port
Text: I got this charging cable to use in my car. It doesn’t sit tight enough and always stops charging. I know that the issue is not my phone because I only have the issue with this chord. I really like Anker products however I can not recommend this product. Maybe I got a bad cable but it’s unlikely.

Review 3
Rating: 3/5
Title: Great product but
Text: I’m really surprised, I have purchased many of anger products it The cord is very thick and not flexible, it will kink , it is too thick for iPhone or iPad use","Reviews of Anker's iPhone charging cable. Reviewer says it doesn't sit tight enough and always stops charging. The cord is very thick and not flexible, it will kink.",success,
B0BTT1Z16D,"Anker USB C to Lightning Cable, Powerline II [MFi Certified, 10ft, Black] Extra Long Charging Cord for iPhone 13 13 Pro 12 Pro Max 12 11 X XS XR 8 Plus, Supports Power Delivery (Charger Not Included)",sentiment_separated,positive,3,"Review 1
Rating: 5/5
Title: Why is my new cable already open? [UPDATE: GREAT CUSTOMER SERVICE]
Text: I recently purchased this cable directly from Anker and it seems like its working well, but I was just a little unhappy to see my new product already open...Now I am questioning its authenticity, or if it’s actually new? Definitely do not want a counterfeit or a defective product frying my batteries...<br /><br />[UPDATE 7/16/19]: About a few days after reporting this, I got a new cable from Anker with no questions asked. The new cable is crisp and working like a charm. Great customer service.

Review 2
Rating: 4/5
Title: 1st one bad, but the replacement is great.
Text: I have piles of Anker cables, chargers, and batteries. I swear by them and recommend them to all my friends.<br /><br />That being said, there is an issue with this cable. I was suspect because it appeared as if it had already been returned to Amazon, but it seemed to charge just fine. I decided to check the data transfer rates and it kept locking up, iTunes decided to push an update to the iPad and it bricked halfway through and I'm wasting time recovering the iPad now using a different cable.<br /><br />This one is going back.<br /><br />Edit:<br /><br />Anker contacted me and sent a replacement cable. New one works great and back to my normal Anker experience. Thanks!

Review 3
Rating: 5/5
Title: Anker Customer Service made it right!
Text: Updated Review.<br /><br />Anker saw my issue via my original review here. I didn't contact them directly because I was unsure if the cable just wasn't meant to work with my iPhone XR and iPad Pro. They sent me a new cable to try and it performs exactly as I would expect it to.<br /><br />As my original cable gave problems from the very first time I tried it in both my phone and tablet, I would have suspected their Quality Control tests would have caught this issue though.<br /><br />Anker has great customer service.<br /><br />Original Review:<br />I was just looking for a good general purpose USB-C to lightning cable that would work for data transfer and charging from my MacBook Pro 16 to my phone XR and iPad 10.5 pro (including sidecar).<br /><br />I get the incompatible popup occasionally with my iPad, though it does seem to try",Review 1: Why is my new cable already open? Review 2: The replacement is great. Review 3: Anker Customer Service made it right!,success,
B01MTY7MSK,"Kuzy Compatible with MacBook Air 13 inch Case 2017 2015 - A1466 MacBook Air Case Cover Hardshell MacBook Air 13.3 inch Case - MacBook Air 2017 Case - Older Version Case, Clear",combined,all,7,"NEGATIVE REVIEWS
Review 1
Rating: 1/5
Title: Bottome piece does not secure to MacBook Air
Text: [[VIDEOID:e55f258632f63d7c4d095f3e3ee412ad]] Very disappointed.... The bottom piece does not secure to the bottom of the macbook, this is very annoying and non functional. I am returning and will buy a different case. If this wasn't an issue it would be a 4-5 star case.

Review 2
Rating: 1/5
Title: I loved this case for its beautiful color and form-fitting design
Text: Originally, I loved this case for its beautiful color and form-fitting design. Then, yesterday, my laptop took a tumble for the first time. I left the zipper open, and as I was putting on my backpack, all the contents of my bag spilled out. Even though my laptop was &#34;protected&#34; the right corners of the laptop were dented (see picture below). This is NOT the case you want for your laptop.

Review 3
Rating: 1/5
Title: great case, however it does not fully fit the MacBook Air A1466 as advertised!
Text: Just got my case and put it on so far so good. I actually am now changing my mind. The case feels great, and doesn’t add much weight to the MacBook. However, after removing the case 5-7 times and trying again and again I have come to the conclusion it’s not just my eyes playing

NEUTRAL REVIEWS
Review 1
Rating: 3/5
Title: It's an open and shut case
Text: I bought the clear case. It's the best priced case I could find in the world wide web :-)<br /><br />Very solid case that clips to the Macbook well. I does detract from the elegant design elements Apple puts into their product but it's very functional.<br /><br />I can see scratches the case has protected my Mac book from. A little bulky and the rubber pads on the bottom fell off in the first few weeks so it only gets 3 stars.

Review 2
Rating: 3/5
Title: GOOD product but requires CAREFULNESS
Text: The case is really nice. Its firm. It was great up until a few months after when it started to come part. I use my macbook air daily so I always takeout out and put into backpack. Over time the edges of the bottom part of the case began to crack. I purchased this in Febuary 2016, by June 2016, the bottom part of the case no longer stays on. The material is a hard plastic with a rubber overcoat but I wish it would be made stronger. I paid a little extra thinking it would last longer. I do have a habit of sliding mac and I think putting in my laptop into my

POSITIVE REVIEWS
Review 1
Rating: 5/5
Title: A Sleek and Gorgeous Case for $25!
Text: [[VIDEOID:mo10ES9ENW4563G]]This is my first Kuzy case and I am amazed with it. My previous case, a Speck has already cracked. Now, I spent $50 on the Speck so with $50, I expect better. The corners of the bottom part of the case has cracked, but it has served its duty. I wouldn't say it's the best $50 I spent but it got the job done. Until the corners started cracking. I started looking for a cheap case because I didn't want to make the same mistake again. I choose the black color because I thought it looked sleek. If you want a better of how the case looks, watch my video. Also, make sure to check out my YouTube channel youtube.com/smchdstudios

Review 2
Rating: 5/5
Title: 5 stars all across the board!
Text: Mind you, I have only had this case for about 20 minutes at the time of this writing, but I already love it. The previous case I used was mCover from iPearl - a popular case on Amazon for a similar price (I got mine on eBay). That one had great reviews, and maybe it's just me, but I didn't like it too much. It definitely did not fit the computer as well as","The bottom piece does not secure to the bottom of the macbook, this is very annoying and non functional. The material is a hard plastic with a rubber overcoat but I wish it would be made stronger.",success,
B01MTY7MSK,"Kuzy Compatible with MacBook Air 13 inch Case 2017 2015 - A1466 MacBook Air Case Cover Hardshell MacBook Air 13.3 inch Case - MacBook Air 2017 Case - Older Version Case, Clear",sentiment_separated,negative,3,"Review 1
Rating: 1/5
Title: Bottome piece does not secure to MacBook Air
Text: [[VIDEOID:e55f258632f63d7c4d095f3e3ee412ad]] Very disappointed.... The bottom piece does not secure to the bottom of the macbook, this is very annoying and non functional. I am returning and will buy a different case. If this wasn't an issue it would be a 4-5 star case.

Review 2
Rating: 1/5
Title: I loved this case for its beautiful color and form-fitting design
Text: Originally, I loved this case for its beautiful color and form-fitting design. Then, yesterday, my laptop took a tumble for the first time. I left the zipper open, and as I was putting on my backpack, all the contents of my bag spilled out. Even though my laptop was &#34;protected&#34; the right corners of the laptop were dented (see picture below). This is NOT the case you want for your laptop.

Review 3
Rating: 1/5
Title: great case, however it does not fully fit the MacBook Air A1466 as advertised!
Text: Just got my case and put it on so far so good. I actually am now changing my mind. The case feels great, and doesn’t add much weight to the MacBook. However, after removing the case 5-7 times and trying again and again I have come to the conclusion it’s not just my eyes playing a trick on me.<br /><br />The bottom piece snaps on 75% of the way. The bottom Left (for me) does not want to snap no matter how hard you push, or try. The piece that is suppose to snap over the existing Mac frame is not long enough so there’s no way it will ever snap. There is a quite a few other reviews stating the same issue. I wish I would have seen those before I ordered because now I have to return the item and wait for my money back! 😡","Review 1: ""The bottom piece does not secure to the bottom of the macbook"" Review 2: ""This is NOT the case you want for your laptop"" Review 3: ""It does not fully fit the MacBook Air A1466 as advertised!""",success,
B01MTY7MSK,"Kuzy Compatible with MacBook Air 13 inch Case 2017 2015 - A1466 MacBook Air Case Cover Hardshell MacBook Air 13.3 inch Case - MacBook Air 2017 Case - Older Version Case, Clear",sentiment_separated,neutral,3,"Review 1
Rating: 3/5
Title: It's an open and shut case
Text: I bought the clear case. It's the best priced case I could find in the world wide web :-)<br /><br />Very solid case that clips to the Macbook well. I does detract from the elegant design elements Apple puts into their product but it's very functional.<br /><br />I can see scratches the case has protected my Mac book from. A little bulky and the rubber pads on the bottom fell off in the first few weeks so it only gets 3 stars.

Review 2
Rating: 3/5
Title: GOOD product but requires CAREFULNESS
Text: The case is really nice. Its firm. It was great up until a few months after when it started to come part. I use my macbook air daily so I always takeout out and put into backpack. Over time the edges of the bottom part of the case began to crack. I purchased this in Febuary 2016, by June 2016, the bottom part of the case no longer stays on. The material is a hard plastic with a rubber overcoat but I wish it would be made stronger. I paid a little extra thinking it would last longer. I do have a habit of sliding mac and I think putting in my laptop into my backpack overtime wore it down faster. If you are careful and treat the case delicately I think it will last longer. I would buy again but be extra careful with it. For now I am going to hold off buying another case. Hope it helps.<br /><br />I would recommend but like I said you have to be very careful. It does sim study but will break overtime like most things if you are not careful.

Review 3
Rating: 3/5
Title: Third time's a charm? Eh, no!
Text: I REALLY, REALLY, REEEEAAALLY WANT TO LOVE THIS CASE.... but....<br /><br />Okay this is the third time I've ordered this case for my Macbook Air. This is the third case that will NOT stay clipped on/locked in on the front area of the bottom cover. SERIOUSLY. 3 defective cases in a row? Maybe. Possibly. Highly doubtful though. At first I thought it (first case) was defective. The second time I thought..okay...maybe it's defective yet again. The third time I thought .... FORGET IT, I'm just going to keep it because I honestly CANNOT",Reviewers gave the clear case 3 out of 5 stars. The bottom part of the case no longer stays on. The material is a hard plastic with a rubber overcoat but I wish it would be stronger.,success,
B01MTY7MSK,"Kuzy Compatible with MacBook Air 13 inch Case 2017 2015 - A1466 MacBook Air Case Cover Hardshell MacBook Air 13.3 inch Case - MacBook Air 2017 Case - Older Version Case, Clear",sentiment_separated,positive,2,"Review 1
Rating: 5/5
Title: A Sleek and Gorgeous Case for $25!
Text: [[VIDEOID:mo10ES9ENW4563G]]This is my first Kuzy case and I am amazed with it. My previous case, a Speck has already cracked. Now, I spent $50 on the Speck so with $50, I expect better. The corners of the bottom part of the case has cracked, but it has served its duty. I wouldn't say it's the best $50 I spent but it got the job done. Until the corners started cracking. I started looking for a cheap case because I didn't want to make the same mistake again. I choose the black color because I thought it looked sleek. If you want a better of how the case looks, watch my video. Also, make sure to check out my YouTube channel youtube.com/smchdstudios

Review 2
Rating: 5/5
Title: 5 stars all across the board!
Text: Mind you, I have only had this case for about 20 minutes at the time of this writing, but I already love it. The previous case I used was mCover from iPearl - a popular case on Amazon for a similar price (I got mine on eBay). That one had great reviews, and maybe it's just me, but I didn't like it too much. It definitely did not fit the computer as well as this Kuzy case...I kept having to take it off and clean it and the computer because dirt and dog hair would get in (on both sides) This one is a much tighter fit so I don't see that happening. I probably won't have to take it off unless I want to. That tighter fit also means a slimmer looking Macbook Air (which really is what we all want when we buy the MB Air, isn't it?) Now any case is going to add a bit of weight and bulk to your Air, but the Kuzy case just makes it seem like much less, even though it may not be. The mCase would make a weird noise sometimes when I would open it because it wasn't fit right and I guess the bottom of the case would rub against the top of the computer where you would open it, and I'm so happy to find a case that doesn't do that. (By the way, even though only the 2010 MB Air is listed, this also fits the 2011 MB Air, which","This is my first Kuzy case and I am amazed with it. My previous case, a Speck has already cracked. This one is a much tighter fit so I don't see that happening. I probably won't have to take it off unless I want to. That tighter fit also means a slimmer looking Macbook Air.",success,
B00HQWLHJI,10-Pack Enfain 16GB USB 2.0 Flash Memory Stick Swivel Thumb Drives for Universal Data Storage at Home & The Office (Black),combined,all,6,"NEGATIVE REVIEWS
Review 1
Rating: 1/5
Title: High Failure rate, difficulty formatting
Text: When I finally opened the pack and started using them, the first four out of 10 of the green 32GB thumb drives failed, i.e., they would show as corrupted after I copied files to them on my Windows 10 PC, and the PC would indicate they ""needed formatting before using"", even though they had just been formatted on the PC. I tried FAT32, exFAT, and NTFS--no good on any of the four. I also had trouble getting them to format on my Mac as ExtFS or FAT32. I could eventually get them to format (apparently successfully), but then when I tried to actually write files to them, I got the failure noted above. The behavior led me to suspect some kind of nefarious partitioning/formatting (rootkit?), so I chucked all of them all in the trash. No more Enfain Chinese junk.

Review 2
Rating: 1/5
Title: Not Suitable as Bootable USB
Text: I frequently distribute USB copies of various Linux distributions. In order for this be of ANY use, the USB disks MUST be able to be booted from laptop/desktop computers.<br />After the first attempt to create a bootable installation USB disk failed, I tried again with another disk. Four of the 10 disks from this package were used to

NEUTRAL REVIEWS
Review 1
Rating: 3/5
Title: The Good, The Bad and The Ugly
Text: These are 2.0 for speed. For the price, not too bad. I ordered the pack of 10 which come in a nice box. I bought these to download videos for our clients. Out of 10, only 8 worked and could be formatted. 2 of them windows could not recognize. Tried several different steps to make the 2 work, but computer wouldn't recognize them not matter what. Trashed them. So, if you are looking for the slower speed of 2.0 and that is not a factor, they are okay for the price. Figure only get 80 percent of what you are paying for. My ""local"" computer store that I like my USB flash drives is 27 miles each way and only charge 50 cents more for 3.0 speed. Never had a problem with those, just didn't want to make the drive. I will next time. As they say, you get what you pay for. It's a crap shoot, either they're good or bad. They work or don't.

Review 2
Rating: 3/5
Title: Adequate
Text: Not all of the 10 pack fit well into the USB port. A few were an extremely tight fit and had to work to get it to insert in. The rest were effortless. They

POSITIVE REVIEWS
Review 1
Rating: 5/5
Title: Tested, and the work well
Text: Previously, I ordered a 10 pack of 8 GB USB Flash Drives (blue). The 10 pack of 16 GB of USB Flash Drives (green) is my second order. I tested all 20 of the flash drives by formatting with writing zeros followed by using chkdsk to scan for bad sectors. In these tests, no errors were reported, and subsequently all 20 flash drives have performed perfectly.<br /><br />Real capacity of an 8GB Enfain drive is 8,162,086,912 bytes. Depending on whether 1KB = 1000 bytes or 1KB = 1024 bytes, this is either 8.16GB or 7.60GB. Not unexpectedly, it appears that Windows 10 uses 1KB = 1024 bytes, as the Windows 10 recovery drive creation tool (which requires 8GB) found the Enfain USB flash drive to be too small, which led me to purchase the 16GB Enfain USB flash drives.<br /><br />Though software largely uses 1 KB = 1024 bytes, hard drive manufacturers universally use 1KB = 1000 bytes, so the above is not a criticism of Enfain, which must follow industry norms in order to be competitive.<br /><br />The real capacity of a 16GB Enfain drive is 15,921,520,640 bytes, which is either 15.92GB or 14.8GB.

Review 2
Rating: 5/5
Title: Good Storage at very good price
Text: I use","The Enfain USB flash drives are 2.0 for speed, not too bad for the price. Out of 10, only 8 worked and could be formatted. Not all of the 10 pack fit well into the USB port.",success,
B00HQWLHJI,10-Pack Enfain 16GB USB 2.0 Flash Memory Stick Swivel Thumb Drives for Universal Data Storage at Home & The Office (Black),sentiment_separated,negative,3,"Review 1
Rating: 1/5
Title: High Failure rate, difficulty formatting
Text: When I finally opened the pack and started using them, the first four out of 10 of the green 32GB thumb drives failed, i.e., they would show as corrupted after I copied files to them on my Windows 10 PC, and the PC would indicate they ""needed formatting before using"", even though they had just been formatted on the PC. I tried FAT32, exFAT, and NTFS--no good on any of the four. I also had trouble getting them to format on my Mac as ExtFS or FAT32. I could eventually get them to format (apparently successfully), but then when I tried to actually write files to them, I got the failure noted above. The behavior led me to suspect some kind of nefarious partitioning/formatting (rootkit?), so I chucked all of them all in the trash. No more Enfain Chinese junk.

Review 2
Rating: 1/5
Title: Not Suitable as Bootable USB
Text: I frequently distribute USB copies of various Linux distributions. In order for this be of ANY use, the USB disks MUST be able to be booted from laptop/desktop computers.<br />After the first attempt to create a bootable installation USB disk failed, I tried again with another disk. Four of the 10 disks from this package were used to create bootable USB disk. I made various attempts using 3 different ISO images from Ubuntu as well as a copy of ReactOS. Not a single one of them would boot from either of my laptops, or from my desktop.<br />This is a process I've successfully performed perhaps hundreds of times over the past decade. This is the first USB disk I've encountered that would work fine as a simple storage device but could not be recognized as a bootable device by any computers.<br /><br />Even if I had been able to create a bootable USB disk from one of these devices, several of the low-rated comments here have me wondering if it would even be able to work across multiple computers.<br /><br />In a word: crap.

Review 3
Rating: 1/5
Title: Will work for a few seconds then they DON'T
Text: These flash drives are not reliable at all. I have boughten maybe about 6-8 of the 32GB 10 packs, 3-4 of the 16gb 10 packs, and 1-2 of the 8gb 10 packs over the past few years. At first","Review 1: High Failure rate, difficulty Formatting. Review 2: Not Suitable as Bootable USB. Review 3: In a word: crap.",success,
B00HQWLHJI,10-Pack Enfain 16GB USB 2.0 Flash Memory Stick Swivel Thumb Drives for Universal Data Storage at Home & The Office (Black),sentiment_separated,neutral,3,"Review 1
Rating: 3/5
Title: The Good, The Bad and The Ugly
Text: These are 2.0 for speed. For the price, not too bad. I ordered the pack of 10 which come in a nice box. I bought these to download videos for our clients. Out of 10, only 8 worked and could be formatted. 2 of them windows could not recognize. Tried several different steps to make the 2 work, but computer wouldn't recognize them not matter what. Trashed them. So, if you are looking for the slower speed of 2.0 and that is not a factor, they are okay for the price. Figure only get 80 percent of what you are paying for. My ""local"" computer store that I like my USB flash drives is 27 miles each way and only charge 50 cents more for 3.0 speed. Never had a problem with those, just didn't want to make the drive. I will next time. As they say, you get what you pay for. It's a crap shoot, either they're good or bad. They work or don't.

Review 2
Rating: 3/5
Title: Adequate
Text: Not all of the 10 pack fit well into the USB port. A few were an extremely tight fit and had to work to get it to insert in. The rest were effortless. They all came packed in styrofoam set into to a cardboard box. Nice presentation, but not eco friendly at all. It got the job done, but not something I would order again. The color options were nice and served that purpose. The available memory ended up being around 3.64 GB per stick if I remember correctly.

Review 3
Rating: 3/5
Title: i dont know..
Text: This package of 10 drives is a good deal on paper. Maybe i got a bad batch... but.. after the initial format to ex-fat.. the drives error out when trying to copy files to them. The only fix is to reformat them again. After that.. they were able to transfer the file. Im a photography and giving clients their video / photos on this from a wedding. Hoping they stay working after everything is transferred. Also.. out of the 10.. one is completely unusable. I was formatting them while writing this and just finished. Considering the cost, I guess just be prepared for the risk of failure.","Out of 10, only 8 worked and could be formatted. 2 of them windows could not recognize. Tried several different steps to make the 2 work, but computer wouldn't recognize them.",success,
B00HQWLHJI,10-Pack Enfain 16GB USB 2.0 Flash Memory Stick Swivel Thumb Drives for Universal Data Storage at Home & The Office (Black),sentiment_separated,positive,3,"Review 1
Rating: 5/5
Title: Tested, and the work well
Text: Previously, I ordered a 10 pack of 8 GB USB Flash Drives (blue). The 10 pack of 16 GB of USB Flash Drives (green) is my second order. I tested all 20 of the flash drives by formatting with writing zeros followed by using chkdsk to scan for bad sectors. In these tests, no errors were reported, and subsequently all 20 flash drives have performed perfectly.<br /><br />Real capacity of an 8GB Enfain drive is 8,162,086,912 bytes. Depending on whether 1KB = 1000 bytes or 1KB = 1024 bytes, this is either 8.16GB or 7.60GB. Not unexpectedly, it appears that Windows 10 uses 1KB = 1024 bytes, as the Windows 10 recovery drive creation tool (which requires 8GB) found the Enfain USB flash drive to be too small, which led me to purchase the 16GB Enfain USB flash drives.<br /><br />Though software largely uses 1 KB = 1024 bytes, hard drive manufacturers universally use 1KB = 1000 bytes, so the above is not a criticism of Enfain, which must follow industry norms in order to be competitive.<br /><br />The real capacity of a 16GB Enfain drive is 15,921,520,640 bytes, which is either 15.92GB or 14.8GB.

Review 2
Rating: 5/5
Title: Good Storage at very good price
Text: I use these thumb drives for back up files that I need quick access to without hooking up my back up hard drive each time. I'm a Ham operator and I collect too much Ham related stuff. Guess I'm a "" HamHoarder"" anyway, these thumb drives are just the ticket for me. I bought these in a 10pc bulk pack. One can purchase them in any size bulk pack. Every one of the 10 drives work and are presently in service storing my kind of junk files. They sure make temporary storage a lot easier for me. I carry one in my pocket with my special demo files on it. Sure is fun to plug it into my cell phone and display my latest antenna project to my friends.

Review 3
Rating: 5/5
Title: All 10 out of 10 of the flash drives I received were in excellent working order and arrived in a well-packaged small box
Text: I bought these to give to participants of a presentation I was giving. All 10 out of 10 of the flash drives I received","The real capacity of a 16GB Enfain drive is 15,921,520,640 bytes, which is either 15.92GB or 14.8GB. Windows 10 uses 1KB = 1024 bytes, as the Windows 10 recovery drive creation tool (which requires 8GB) found the Enfian USB flash drive to be too small.",success,
B0BHQ3NSQ3,"Wireless Keyboard and Mouse,J JOYACCESS 2.4G Ergonomic and Slim Wireless Computer Keyboard Mouse Designed for Windows, PC, Laptop,Tablet - Black Grey",combined,all,5,"NEGATIVE REVIEWS
Review 1
Rating: 1/5
Title: This key board and mouse set is horrible!! I tried it for four months and ...
Text: This key board and mouse set is horrible!! I tried it for four months and it sucks, the mouse has a HUGE delay and most of the time time freezes up and wont move at all. The key board is just as bad, when that freezes it will double type everything you were just typing and then it freezes and you cant delete it. In the beginning they worked pretty good, but within a month the delay started, it wasn't terrible at first but kept getting worse and worse. I will be looking for something else as i cant even work with either the mouse or the key board the delay is so terrible.

Review 2
Rating: 1/5
Title: Don't buy. The keyboard doesn't work properly
Text: The rose gold color is beautiful. Other than that, this is such a waste of money because the keyboard doesn't work properly at all. My laptop was lagged whenever I plugged in the receiver. I couldn't finish typing the whole sentence because the current window kept shutting down and switching to different windows. I couldn't drag items from different tabs either. When I plugged out the receiver and plugged in my

NEUTRAL REVIEWS
Review 1
Rating: 3/5
Title: Keyboard keys are switched.
Text: [[VIDEOID:9842990d154ebcb347e39a80e1cde395]] I am fascinated and in absolute in love with the color and the softness of the clicking sound but when I am typing, and the keyboard letters are mixed, it makes it really hard to use keyboard.

Review 2
Rating: 3/5
Title: The keyboard is a bit on the small side.
Text: This is a good keyboard/mouse combo for the price. The keyboard has a good tactile feel. I didn't like the smaller keyboard buttons for the backspace, delete, home, end...etc keys. If you look at the picture I posted with this review, you can see that my laptop is more ergonomic with the size of the keys, but it doesn't have the number pad, which is why I wanted a separate keyboard. I will probably get used to the smaller keys.<br /><br />One other thing I don't like about the keyboard is how it sleeps so I have to press a key before it wakes up. When your work computer times you out after 15 minutes, you have to remember to press a key before entering your password to wake it up.<br /><br />The mouse is just a mouse that works fine. It would be nice if it had a couple extra buttons on it, e.g. my favorite

POSITIVE REVIEWS
Review 1
Rating: 4/5
Title: It's a keeper for me, great set for the money!
Text: [[VIDEOID:3048eeabf820c2c52afc67e1352e8042]] I was hesitant about buying this keyboard and mouse set due to some of the reviews, and the fact that I am very picky about my computer input devices. Honestly, I pulled the trigger based on looks, as I wanted a white and silver set to blend in with a room that was almost all white. There just aren't many keyboards/mice that are this color, so I figured I should give it a go. Well, so far, I am glad I did.<br /><br />Measurements: The keyboard is approximately 14.5&#34; wide and 5.5 inches tall. The thickness (from your table to the top of the keyboard) is roughly 3/4&#34; at the top of the keyboard, to 1/4&#34; at the bottom, so the keyboard is slightly tilted. The mouse is about 4.5&#34; from top to bottom, and 2.5&#34; from side to side. The height is 1/4&#34; at the front tip of the mouse, approximately 3/4&#34; in the middle, and a bit over 1/2&#34; at the bottom.It is difficult to measure the height, as it is curved to fit the hand, but to me it is a flatter feel that the Microsoft mouse I was using before.I thought this would bug me, but it's actually way","The mouse has a HUGE delay and most of the time time freezes up and wont move at all. The key board is just as bad, when that freezes it will double type everything you were just typing and then it freezes and you cant delete it. The keyboard has a good tactile feel.",success,
